timestamp,user,src_ip,policy_name,action,severity
2026-04-02 15:15:12,bob,10.0.0.6,Bulk-Email-External,monitor,Low
2026-04-02 10:00:33,mallory,10.0.0.19,Large-Attachment,block,Medium
2026-04-02 08:04:04,bob,10.0.0.6,Bulk-Email-External,alert,Low
2026-04-02 15:32:11,mallory,10.0.0.19,Large-Attachment,block,Low
2026-04-02 09:06:24,alice,10.0.0.5,Large-Attachment,alert,Medium
2026-04-02 11:15:04,eve,10.0.0.10,Bulk-Email-External,alert,Low
2026-04-02 09:24:39,henry,10.0.0.13,Large-Attachment,alert,High
2026-04-02 14:46:03,alice,10.0.0.5,Bulk-Email-External,block,High
2026-04-02 11:28:16,eve,10.0.0.10,Bulk-Email-External,block,High
2026-04-02 10:29:11,carol,10.0.0.8,Large-Attachment,alert,Medium
2026-04-02 09:53:07,mallory,10.0.0.19,Sensitive-File-Upload,block,Low
2026-04-02 08:54:22,pat,10.0.0.31,Sensitive-File-Upload,block,Low
2026-04-02 13:12:48,henry,10.0.0.13,Bulk-Email-External,monitor,Medium
2026-04-02 09:19:19,pat,10.0.0.31,Mass-Download,alert,Low
2026-04-02 10:41:55,pat,10.0.0.31,Sensitive-File-Upload,monitor,Medium
2026-04-02 10:46:05,dave,10.0.0.9,Bulk-Email-External,monitor,Low
2026-04-02 14:28:40,carol,10.0.0.8,Mass-Download,monitor,Medium
2026-04-02 12:15:47,pat,10.0.0.31,Bulk-Email-External,alert,Medium
2026-04-02 08:45:00,mallory,10.0.0.19,Large-Attachment,block,Medium
2026-04-02 10:12:28,oscar,10.0.0.22,Sensitive-File-Upload,monitor,Low
2026-04-02 09:39:41,carol,10.0.0.8,Bulk-Email-External,block,High
2026-04-02 08:13:31,henry,10.0.0.13,Mass-Download,alert,High
2026-04-02 12:58:27,bob,10.0.0.6,Sensitive-File-Upload,monitor,Low
2026-04-02 09:38:24,mallory,10.0.0.19,Bulk-Email-External,block,Medium
2026-04-02 13:26:25,eve,10.0.0.10,Bulk-Email-External,block,Medium
2026-04-02 14:49:00,eve,10.0.0.10,Bulk-Email-External,alert,High
2026-04-02 08:47:38,oscar,10.0.0.22,Large-Attachment,alert,Low
2026-04-02 10:15:09,henry,10.0.0.13,Mass-Download,block,Medium
2026-04-02 09:28:49,henry,10.0.0.13,Mass-Download,block,Low
2026-04-02 09:00:16,carol,10.0.0.8,Bulk-Email-External,alert,Low
2026-04-02 08:35:32,pat,10.0.0.31,Sensitive-File-Upload,alert,High
2026-04-02 10:41:12,henry,10.0.0.13,Bulk-Email-External,alert,Medium
2026-04-02 14:43:56,ivan,10.0.0.14,Mass-Download,monitor,High
2026-04-02 12:14:55,pat,10.0.0.31,Large-Attachment,block,Low
2026-04-02 13:01:59,carol,10.0.0.8,Mass-Download,monitor,Medium
2026-04-02 14:28:06,dave,10.0.0.9,Mass-Download,block,Low
2026-04-02 10:03:34,pat,10.0.0.31,Sensitive-File-Upload,block,Low
2026-04-02 15:10:57,dave,10.0.0.9,Mass-Download,alert,High
2026-04-02 11:19:19,mallory,10.0.0.19,Bulk-Email-External,monitor,Low
2026-04-02 10:05:21,grace,10.0.0.12,Large-Attachment,monitor,Low
2026-04-02 15:26:35,henry,10.0.0.13,Large-Attachment,alert,Medium
2026-04-02 13:52:19,alice,10.0.0.5,Sensitive-File-Upload,monitor,Low
2026-04-02 09:12:52,pat,10.0.0.31,Bulk-Email-External,alert,Low
2026-04-02 08:49:33,carol,10.0.0.8,Bulk-Email-External,alert,Low
2026-04-02 10:44:47,carol,10.0.0.8,Large-Attachment,block,High
2026-04-02 09:35:23,alice,10.0.0.5,Mass-Download,block,Low
2026-04-02 11:42:53,pat,10.0.0.31,Mass-Download,alert,Medium
2026-04-02 12:52:42,alice,10.0.0.5,Mass-Download,block,High
2026-04-02 09:36:47,eve,10.0.0.10,Sensitive-File-Upload,alert,High
2026-04-02 09:15:43,alice,10.0.0.5,Bulk-Email-External,block,Medium
2026-04-02 08:10:24,bob,10.0.0.6,Large-Attachment,monitor,Low
2026-04-02 14:40:36,dave,10.0.0.9,Sensitive-File-Upload,alert,Medium
2026-04-02 13:38:41,dave,10.0.0.9,Bulk-Email-External,block,Low
2026-04-02 14:59:03,bob,10.0.0.6,Bulk-Email-External,monitor,Medium
2026-04-02 13:22:37,pat,10.0.0.31,Sensitive-File-Upload,monitor,High
2026-04-02 15:38:32,mallory,10.0.0.19,Large-Attachment,monitor,Low
2026-04-02 12:37:03,alice,10.0.0.5,Large-Attachment,alert,Medium
2026-04-02 15:50:10,oscar,10.0.0.22,Large-Attachment,alert,Low
2026-04-02 12:00:44,henry,10.0.0.13,Sensitive-File-Upload,alert,Low
2026-04-02 11:29:28,alice,10.0.0.5,Mass-Download,block,Low
2026-04-02 10:00:07,ivan,10.0.0.14,Mass-Download,alert,High
2026-04-02 09:13:58,pat,10.0.0.31,Sensitive-File-Upload,block,High
2026-04-02 11:46:57,alice,10.0.0.5,Large-Attachment,monitor,Low
2026-04-02 11:24:51,pat,10.0.0.31,Mass-Download,block,High
2026-04-02 15:21:57,pat,10.0.0.31,Mass-Download,alert,Medium
2026-04-02 15:52:40,alice,10.0.0.5,Large-Attachment,monitor,Low
2026-04-02 10:25:47,oscar,10.0.0.22,Sensitive-File-Upload,block,Medium
2026-04-02 13:24:04,ivan,10.0.0.14,Large-Attachment,block,High
2026-04-02 13:22:38,grace,10.0.0.12,Bulk-Email-External,alert,High
2026-04-02 10:33:18,carol,10.0.0.8,Bulk-Email-External,alert,Low
2026-04-02 12:49:59,bob,10.0.0.6,Sensitive-File-Upload,monitor,Low
2026-04-02 09:45:27,pat,10.0.0.31,Sensitive-File-Upload,block,High
2026-04-02 10:55:09,carol,10.0.0.8,Mass-Download,alert,High
2026-04-02 14:26:11,henry,10.0.0.13,Bulk-Email-External,monitor,Medium
2026-04-02 15:15:44,pat,10.0.0.31,Large-Attachment,alert,Low
2026-04-02 14:08:13,mallory,10.0.0.19,Mass-Download,monitor,Medium
2026-04-02 08:22:49,dave,10.0.0.9,Bulk-Email-External,monitor,Medium
2026-04-02 13:08:19,dave,10.0.0.9,Large-Attachment,block,Low
2026-04-02 12:34:05,bob,10.0.0.6,Mass-Download,monitor,High
2026-04-02 12:57:02,eve,10.0.0.10,Bulk-Email-External,monitor,Low
2026-04-02 13:21:41,ivan,10.0.0.14,Bulk-Email-External,monitor,Medium
2026-04-02 09:43:37,mallory,10.0.0.19,Sensitive-File-Upload,monitor,Medium
2026-04-02 11:14:17,henry,10.0.0.13,Bulk-Email-External,monitor,Medium
2026-04-02 14:01:46,henry,10.0.0.13,Mass-Download,monitor,Low
2026-04-02 09:57:54,eve,10.0.0.10,Bulk-Email-External,block,High
2026-04-02 13:15:53,mallory,10.0.0.19,Bulk-Email-External,alert,Low
2026-04-02 09:05:42,oscar,10.0.0.22,Sensitive-File-Upload,monitor,High
2026-04-02 08:08:29,henry,10.0.0.13,Sensitive-File-Upload,alert,Medium
2026-04-02 08:06:43,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 08:51:20,dave,10.0.0.9,Mass-Download,alert,Low
2026-04-02 11:03:32,alice,10.0.0.5,Mass-Download,alert,Medium
2026-04-02 13:00:51,oscar,10.0.0.22,Large-Attachment,monitor,High
2026-04-02 08:26:26,pat,10.0.0.31,Sensitive-File-Upload,alert,Low
2026-04-02 14:47:35,grace,10.0.0.12,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:28:53,eve,10.0.0.10,Sensitive-File-Upload,block,Low
2026-04-02 11:51:55,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 09:24:16,oscar,10.0.0.22,Mass-Download,alert,High
2026-04-02 08:25:11,carol,10.0.0.8,Mass-Download,monitor,Medium
2026-04-02 08:43:19,henry,10.0.0.13,Mass-Download,monitor,High
2026-04-02 15:51:23,ivan,10.0.0.14,Large-Attachment,alert,Medium
2026-04-02 13:14:15,carol,10.0.0.8,Sensitive-File-Upload,alert,Low
2026-04-02 14:27:32,henry,10.0.0.13,Mass-Download,block,High
2026-04-02 08:31:07,carol,10.0.0.8,Mass-Download,monitor,Medium
2026-04-02 11:39:46,grace,10.0.0.12,Mass-Download,block,Medium
2026-04-02 11:39:06,dave,10.0.0.9,Mass-Download,monitor,Medium
2026-04-02 10:49:38,carol,10.0.0.8,Sensitive-File-Upload,monitor,High
2026-04-02 10:44:28,dave,10.0.0.9,Large-Attachment,block,Medium
2026-04-02 15:28:04,dave,10.0.0.9,Mass-Download,alert,Low
2026-04-02 12:17:24,ivan,10.0.0.14,Large-Attachment,alert,Medium
2026-04-02 09:34:06,carol,10.0.0.8,Bulk-Email-External,monitor,Medium
2026-04-02 13:54:15,grace,10.0.0.12,Bulk-Email-External,alert,Medium
2026-04-02 12:02:52,oscar,10.0.0.22,Large-Attachment,block,High
2026-04-02 08:03:38,ivan,10.0.0.14,Mass-Download,alert,Medium
2026-04-02 08:39:53,oscar,10.0.0.22,Bulk-Email-External,monitor,Low
2026-04-02 15:38:46,pat,10.0.0.31,Bulk-Email-External,block,Low
2026-04-02 14:27:50,ivan,10.0.0.14,Large-Attachment,block,Medium
2026-04-02 12:04:37,mallory,10.0.0.19,Mass-Download,block,Medium
2026-04-02 08:07:18,henry,10.0.0.13,Sensitive-File-Upload,alert,Low
2026-04-02 14:22:00,pat,10.0.0.31,Sensitive-File-Upload,block,High
2026-04-02 08:38:59,carol,10.0.0.8,Bulk-Email-External,block,Medium
2026-04-02 15:43:43,carol,10.0.0.8,Sensitive-File-Upload,alert,Medium
2026-04-02 15:47:40,ivan,10.0.0.14,Mass-Download,block,High
2026-04-02 13:39:15,mallory,10.0.0.19,Bulk-Email-External,block,High
2026-04-02 15:43:41,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 13:41:26,henry,10.0.0.13,Sensitive-File-Upload,monitor,High
2026-04-02 13:42:18,carol,10.0.0.8,Sensitive-File-Upload,block,Low
2026-04-02 11:03:01,pat,10.0.0.31,Mass-Download,block,Low
2026-04-02 15:28:58,grace,10.0.0.12,Bulk-Email-External,block,High
2026-04-02 11:22:54,carol,10.0.0.8,Large-Attachment,monitor,Medium
2026-04-02 15:07:31,henry,10.0.0.13,Sensitive-File-Upload,block,Medium
2026-04-02 10:57:58,oscar,10.0.0.22,Sensitive-File-Upload,monitor,Medium
2026-04-02 15:23:52,eve,10.0.0.10,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:09:34,carol,10.0.0.8,Large-Attachment,alert,Medium
2026-04-02 10:31:50,oscar,10.0.0.22,Mass-Download,block,Medium
2026-04-02 12:35:56,pat,10.0.0.31,Sensitive-File-Upload,alert,Low
2026-04-02 08:52:08,henry,10.0.0.13,Mass-Download,monitor,High
2026-04-02 15:38:46,henry,10.0.0.13,Mass-Download,monitor,Medium
2026-04-02 10:20:39,mallory,10.0.0.19,Large-Attachment,block,Medium
2026-04-02 09:53:39,oscar,10.0.0.22,Large-Attachment,alert,Medium
2026-04-02 12:20:41,ivan,10.0.0.14,Bulk-Email-External,alert,Low
2026-04-02 11:06:22,dave,10.0.0.9,Large-Attachment,alert,High
2026-04-02 10:26:25,eve,10.0.0.10,Bulk-Email-External,monitor,High
2026-04-02 15:42:06,alice,10.0.0.5,Bulk-Email-External,block,Medium
2026-04-02 12:36:09,oscar,10.0.0.22,Large-Attachment,monitor,Medium
2026-04-02 12:20:42,pat,10.0.0.31,Bulk-Email-External,alert,High
2026-04-02 09:23:31,mallory,10.0.0.19,Large-Attachment,monitor,High
2026-04-02 13:39:45,mallory,10.0.0.19,Mass-Download,monitor,Low
2026-04-02 15:19:46,eve,10.0.0.10,Sensitive-File-Upload,monitor,Low
2026-04-02 13:34:11,grace,10.0.0.12,Mass-Download,block,High
2026-04-02 09:17:42,mallory,10.0.0.19,Large-Attachment,monitor,Medium
2026-04-02 11:22:33,grace,10.0.0.12,Mass-Download,monitor,High
2026-04-02 15:28:21,eve,10.0.0.10,Mass-Download,monitor,Low
2026-04-02 13:30:56,carol,10.0.0.8,Bulk-Email-External,alert,High
2026-04-02 10:12:01,mallory,10.0.0.19,Large-Attachment,alert,High
2026-04-02 10:40:16,henry,10.0.0.13,Large-Attachment,monitor,High
2026-04-02 13:08:12,dave,10.0.0.9,Bulk-Email-External,monitor,High
2026-04-02 15:44:15,pat,10.0.0.31,Bulk-Email-External,alert,High
2026-04-02 13:01:13,carol,10.0.0.8,Mass-Download,monitor,Low
2026-04-02 15:48:52,ivan,10.0.0.14,Mass-Download,monitor,Low
2026-04-02 10:43:55,grace,10.0.0.12,Mass-Download,block,Low
2026-04-02 13:08:09,oscar,10.0.0.22,Sensitive-File-Upload,alert,Low
2026-04-02 14:09:54,oscar,10.0.0.22,Sensitive-File-Upload,alert,High
2026-04-02 09:08:04,bob,10.0.0.6,Bulk-Email-External,monitor,Medium
2026-04-02 12:25:48,oscar,10.0.0.22,Large-Attachment,monitor,Low
2026-04-02 08:24:57,bob,10.0.0.6,Large-Attachment,monitor,Low
2026-04-02 14:19:34,mallory,10.0.0.19,Sensitive-File-Upload,monitor,Low
2026-04-02 14:56:04,alice,10.0.0.5,Sensitive-File-Upload,block,High
2026-04-02 12:58:21,pat,10.0.0.31,Bulk-Email-External,alert,High
2026-04-02 15:55:36,grace,10.0.0.12,Mass-Download,monitor,Low
2026-04-02 09:48:47,henry,10.0.0.13,Large-Attachment,block,Low
2026-04-02 14:52:21,ivan,10.0.0.14,Sensitive-File-Upload,alert,Medium
2026-04-02 08:27:48,grace,10.0.0.12,Sensitive-File-Upload,monitor,High
2026-04-02 09:54:27,henry,10.0.0.13,Mass-Download,block,Medium
2026-04-02 15:07:25,carol,10.0.0.8,Large-Attachment,block,Medium
2026-04-02 08:26:12,grace,10.0.0.12,Mass-Download,monitor,Medium
2026-04-02 11:48:58,dave,10.0.0.9,Sensitive-File-Upload,block,Medium
2026-04-02 12:10:45,alice,10.0.0.5,Bulk-Email-External,alert,Low
2026-04-02 15:27:17,eve,10.0.0.10,Sensitive-File-Upload,block,High
2026-04-02 15:58:48,carol,10.0.0.8,Large-Attachment,monitor,Medium
2026-04-02 13:27:40,oscar,10.0.0.22,Large-Attachment,monitor,Medium
2026-04-02 11:08:29,dave,10.0.0.9,Bulk-Email-External,monitor,High
2026-04-02 10:50:00,mallory,10.0.0.19,Large-Attachment,alert,Medium
2026-04-02 10:13:40,bob,10.0.0.6,Large-Attachment,monitor,Medium
2026-04-02 15:35:49,pat,10.0.0.31,Mass-Download,alert,Low
2026-04-02 13:04:41,bob,10.0.0.6,Large-Attachment,monitor,High
2026-04-02 15:17:50,mallory,10.0.0.19,Mass-Download,alert,Low
2026-04-02 09:34:54,mallory,10.0.0.19,Large-Attachment,block,Medium
2026-04-02 15:47:46,ivan,10.0.0.14,Large-Attachment,monitor,Low
2026-04-02 13:36:15,alice,10.0.0.5,Sensitive-File-Upload,monitor,Medium
2026-04-02 13:34:36,bob,10.0.0.6,Mass-Download,block,Low
2026-04-02 10:40:57,pat,10.0.0.31,Mass-Download,monitor,High
2026-04-02 13:41:33,mallory,10.0.0.19,Large-Attachment,monitor,Medium
2026-04-02 09:43:44,ivan,10.0.0.14,Large-Attachment,block,Low
2026-04-02 14:13:13,carol,10.0.0.8,Large-Attachment,monitor,Medium
2026-04-02 12:29:01,carol,10.0.0.8,Bulk-Email-External,alert,Low
2026-04-02 12:46:32,henry,10.0.0.13,Large-Attachment,alert,Low
2026-04-02 13:44:39,grace,10.0.0.12,Large-Attachment,alert,High
2026-04-02 11:14:54,eve,10.0.0.10,Large-Attachment,monitor,Medium
2026-04-02 08:49:11,dave,10.0.0.9,Bulk-Email-External,monitor,High
2026-04-02 09:16:42,carol,10.0.0.8,Large-Attachment,monitor,Low
2026-04-02 12:53:47,oscar,10.0.0.22,Mass-Download,block,Medium
2026-04-02 14:40:42,grace,10.0.0.12,Bulk-Email-External,alert,Medium
2026-04-02 10:31:53,ivan,10.0.0.14,Large-Attachment,block,Medium
2026-04-02 15:00:51,alice,10.0.0.5,Bulk-Email-External,monitor,High
2026-04-02 12:27:47,pat,10.0.0.31,Mass-Download,alert,Low
2026-04-02 14:00:44,carol,10.0.0.8,Mass-Download,block,Low
2026-04-02 12:37:11,grace,10.0.0.12,Sensitive-File-Upload,block,Low
2026-04-02 08:54:49,pat,10.0.0.31,Bulk-Email-External,alert,Medium
2026-04-02 08:13:04,bob,10.0.0.6,Mass-Download,monitor,High
2026-04-02 12:07:53,grace,10.0.0.12,Sensitive-File-Upload,alert,Medium
2026-04-02 15:11:27,carol,10.0.0.8,Sensitive-File-Upload,block,High
2026-04-02 15:26:56,bob,10.0.0.6,Sensitive-File-Upload,block,Medium
2026-04-02 14:06:32,pat,10.0.0.31,Mass-Download,block,Low
2026-04-02 14:45:30,oscar,10.0.0.22,Bulk-Email-External,monitor,High
2026-04-02 10:57:52,pat,10.0.0.31,Sensitive-File-Upload,monitor,Low
2026-04-02 13:45:30,carol,10.0.0.8,Mass-Download,block,Medium
2026-04-02 13:32:06,dave,10.0.0.9,Sensitive-File-Upload,alert,Medium
2026-04-02 15:05:22,grace,10.0.0.12,Sensitive-File-Upload,block,Medium
2026-04-02 12:08:35,alice,10.0.0.5,Mass-Download,alert,Medium
2026-04-02 12:34:08,pat,10.0.0.31,Large-Attachment,alert,Medium
2026-04-02 14:51:36,alice,10.0.0.5,Sensitive-File-Upload,alert,Low
2026-04-02 13:53:15,ivan,10.0.0.14,Large-Attachment,block,Low
2026-04-02 14:03:27,eve,10.0.0.10,Large-Attachment,block,Medium
2026-04-02 09:22:37,mallory,10.0.0.19,Mass-Download,alert,Medium
2026-04-02 10:22:44,grace,10.0.0.12,Large-Attachment,block,Low
2026-04-02 10:00:03,mallory,10.0.0.19,Sensitive-File-Upload,alert,High
2026-04-02 11:26:52,dave,10.0.0.9,Large-Attachment,monitor,Low
2026-04-02 14:11:09,ivan,10.0.0.14,Large-Attachment,block,Medium
2026-04-02 10:39:03,eve,10.0.0.10,Mass-Download,block,Low
2026-04-02 11:18:55,pat,10.0.0.31,Large-Attachment,alert,High
2026-04-02 11:08:45,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 09:24:48,mallory,10.0.0.19,Large-Attachment,monitor,Low
2026-04-02 09:35:18,grace,10.0.0.12,Sensitive-File-Upload,block,High
2026-04-02 13:50:37,henry,10.0.0.13,Mass-Download,monitor,Low
2026-04-02 15:19:20,ivan,10.0.0.14,Bulk-Email-External,monitor,High
2026-04-02 11:30:30,mallory,10.0.0.19,Bulk-Email-External,monitor,Low
2026-04-02 11:04:49,bob,10.0.0.6,Large-Attachment,alert,High
2026-04-02 15:18:11,bob,10.0.0.6,Large-Attachment,monitor,Medium
2026-04-02 10:24:17,eve,10.0.0.10,Large-Attachment,alert,Low
2026-04-02 15:36:37,dave,10.0.0.9,Bulk-Email-External,block,Medium
2026-04-02 08:07:21,dave,10.0.0.9,Large-Attachment,monitor,Low
2026-04-02 10:56:23,carol,10.0.0.8,Bulk-Email-External,monitor,Medium
2026-04-02 08:38:22,mallory,10.0.0.19,Bulk-Email-External,alert,Low
2026-04-02 10:52:45,pat,10.0.0.31,Mass-Download,block,High
2026-04-02 14:57:10,mallory,10.0.0.19,Bulk-Email-External,alert,High
2026-04-02 15:54:22,dave,10.0.0.9,Bulk-Email-External,block,Low
2026-04-02 12:10:44,alice,10.0.0.5,Sensitive-File-Upload,alert,Medium
2026-04-02 08:26:19,carol,10.0.0.8,Sensitive-File-Upload,monitor,Medium
2026-04-02 08:54:38,mallory,10.0.0.19,Mass-Download,block,Low
2026-04-02 14:06:05,bob,10.0.0.6,Sensitive-File-Upload,block,High
2026-04-02 10:46:19,pat,10.0.0.31,Bulk-Email-External,alert,Low
2026-04-02 13:14:54,carol,10.0.0.8,Large-Attachment,monitor,Low
2026-04-02 09:36:27,carol,10.0.0.8,Sensitive-File-Upload,alert,High
2026-04-02 14:44:40,carol,10.0.0.8,Sensitive-File-Upload,alert,Medium
2026-04-02 15:31:24,grace,10.0.0.12,Large-Attachment,block,Low
2026-04-02 11:45:58,henry,10.0.0.13,Bulk-Email-External,block,High
2026-04-02 12:07:04,eve,10.0.0.10,Sensitive-File-Upload,monitor,Low
2026-04-02 09:20:04,dave,10.0.0.9,Bulk-Email-External,block,Low
2026-04-02 09:11:13,oscar,10.0.0.22,Large-Attachment,monitor,High
2026-04-02 11:00:52,mallory,10.0.0.19,Sensitive-File-Upload,alert,Low
2026-04-02 11:31:36,bob,10.0.0.6,Large-Attachment,block,Low
2026-04-02 15:16:27,dave,10.0.0.9,Large-Attachment,alert,Low
2026-04-02 13:28:23,eve,10.0.0.10,Mass-Download,monitor,Medium
2026-04-02 14:31:18,bob,10.0.0.6,Mass-Download,block,High
2026-04-02 11:49:29,mallory,10.0.0.19,Mass-Download,alert,Medium
2026-04-02 10:39:13,dave,10.0.0.9,Large-Attachment,alert,Low
2026-04-02 08:29:14,mallory,10.0.0.19,Large-Attachment,alert,Medium
2026-04-02 14:40:36,bob,10.0.0.6,Bulk-Email-External,alert,Medium
2026-04-02 12:43:12,henry,10.0.0.13,Mass-Download,monitor,High
2026-04-02 13:32:59,dave,10.0.0.9,Sensitive-File-Upload,alert,High
2026-04-02 14:30:32,alice,10.0.0.5,Mass-Download,alert,High
2026-04-02 15:12:29,carol,10.0.0.8,Large-Attachment,alert,Low
2026-04-02 12:04:34,henry,10.0.0.13,Mass-Download,monitor,Medium
2026-04-02 09:14:38,carol,10.0.0.8,Bulk-Email-External,alert,High
2026-04-02 13:36:20,eve,10.0.0.10,Mass-Download,block,Low
2026-04-02 13:51:38,alice,10.0.0.5,Large-Attachment,block,Low
2026-04-02 12:01:10,henry,10.0.0.13,Bulk-Email-External,block,Low
2026-04-02 08:26:30,oscar,10.0.0.22,Sensitive-File-Upload,monitor,High
2026-04-02 09:47:15,bob,10.0.0.6,Bulk-Email-External,alert,Medium
2026-04-02 13:18:00,dave,10.0.0.9,Bulk-Email-External,block,Medium
2026-04-02 09:59:29,mallory,10.0.0.19,Sensitive-File-Upload,monitor,High
2026-04-02 08:54:08,pat,10.0.0.31,Sensitive-File-Upload,block,Medium
2026-04-02 12:00:06,mallory,10.0.0.19,Sensitive-File-Upload,alert,Medium
2026-04-02 13:45:12,mallory,10.0.0.19,Large-Attachment,alert,High
2026-04-02 14:03:42,henry,10.0.0.13,Mass-Download,monitor,Low
2026-04-02 12:50:48,dave,10.0.0.9,Mass-Download,alert,Medium
2026-04-02 15:04:50,oscar,10.0.0.22,Sensitive-File-Upload,block,High
2026-04-02 08:16:46,dave,10.0.0.9,Bulk-Email-External,monitor,Medium
2026-04-02 10:48:49,mallory,10.0.0.19,Bulk-Email-External,alert,Medium
2026-04-02 15:53:45,bob,10.0.0.6,Large-Attachment,monitor,High
2026-04-02 13:02:05,dave,10.0.0.9,Bulk-Email-External,monitor,Low
2026-04-02 13:25:39,grace,10.0.0.12,Bulk-Email-External,alert,Medium
2026-04-02 14:52:39,alice,10.0.0.5,Sensitive-File-Upload,alert,High
2026-04-02 08:26:49,mallory,10.0.0.19,Mass-Download,monitor,High
2026-04-02 13:53:19,grace,10.0.0.12,Large-Attachment,alert,High
2026-04-02 10:49:41,oscar,10.0.0.22,Sensitive-File-Upload,monitor,High
2026-04-02 12:29:23,ivan,10.0.0.14,Bulk-Email-External,block,Medium
2026-04-02 10:06:20,bob,10.0.0.6,Sensitive-File-Upload,block,High
2026-04-02 13:58:08,henry,10.0.0.13,Mass-Download,alert,Medium
2026-04-02 14:53:05,oscar,10.0.0.22,Sensitive-File-Upload,monitor,Medium
2026-04-02 11:07:44,ivan,10.0.0.14,Bulk-Email-External,block,Low
2026-04-02 12:17:50,oscar,10.0.0.22,Sensitive-File-Upload,alert,High
2026-04-02 12:46:27,alice,10.0.0.5,Mass-Download,alert,Medium
2026-04-02 11:58:22,mallory,10.0.0.19,Large-Attachment,block,High
2026-04-02 12:35:42,eve,10.0.0.10,Mass-Download,alert,Low
2026-04-02 13:30:33,oscar,10.0.0.22,Sensitive-File-Upload,block,Low
2026-04-02 14:23:02,grace,10.0.0.12,Bulk-Email-External,alert,High
2026-04-02 10:39:00,carol,10.0.0.8,Bulk-Email-External,block,High
2026-04-02 10:51:12,dave,10.0.0.9,Large-Attachment,monitor,Low
2026-04-02 14:29:52,oscar,10.0.0.22,Sensitive-File-Upload,block,Low
2026-04-02 13:43:26,pat,10.0.0.31,Mass-Download,alert,Medium
2026-04-02 10:56:28,grace,10.0.0.12,Mass-Download,block,High
2026-04-02 15:55:39,pat,10.0.0.31,Bulk-Email-External,block,High
2026-04-02 11:33:16,pat,10.0.0.31,Bulk-Email-External,monitor,Low
2026-04-02 14:32:51,pat,10.0.0.31,Bulk-Email-External,monitor,Medium
2026-04-02 09:34:11,dave,10.0.0.9,Mass-Download,monitor,Low
2026-04-02 08:44:31,oscar,10.0.0.22,Mass-Download,block,Medium
2026-04-02 09:57:26,pat,10.0.0.31,Bulk-Email-External,alert,Low
2026-04-02 14:30:31,mallory,10.0.0.19,Bulk-Email-External,monitor,High
2026-04-02 09:35:34,mallory,10.0.0.19,Mass-Download,alert,Medium
2026-04-02 15:52:54,bob,10.0.0.6,Bulk-Email-External,alert,Medium
2026-04-02 14:34:10,mallory,10.0.0.19,Sensitive-File-Upload,block,Medium
2026-04-02 12:08:48,pat,10.0.0.31,Large-Attachment,block,Low
2026-04-02 13:09:29,alice,10.0.0.5,Large-Attachment,block,Low
2026-04-02 09:41:34,alice,10.0.0.5,Mass-Download,block,Low
2026-04-02 09:47:34,carol,10.0.0.8,Bulk-Email-External,block,Medium
2026-04-02 09:17:23,bob,10.0.0.6,Large-Attachment,monitor,Low
2026-04-02 08:39:50,dave,10.0.0.9,Mass-Download,alert,Low
2026-04-02 11:42:37,mallory,10.0.0.19,Sensitive-File-Upload,block,High
2026-04-02 08:28:36,oscar,10.0.0.22,Mass-Download,block,High
2026-04-02 12:10:25,ivan,10.0.0.14,Sensitive-File-Upload,block,High
2026-04-02 10:51:25,mallory,10.0.0.19,Mass-Download,block,Medium
2026-04-02 11:24:31,bob,10.0.0.6,Large-Attachment,alert,Medium
2026-04-02 10:50:45,alice,10.0.0.5,Large-Attachment,alert,Low
2026-04-02 12:07:35,bob,10.0.0.6,Mass-Download,alert,Medium
2026-04-02 14:16:22,mallory,10.0.0.19,Large-Attachment,block,High
2026-04-02 14:56:05,henry,10.0.0.13,Mass-Download,block,High
2026-04-02 14:37:56,dave,10.0.0.9,Mass-Download,block,Medium
2026-04-02 12:37:56,carol,10.0.0.8,Mass-Download,block,High
2026-04-02 15:31:25,mallory,10.0.0.19,Mass-Download,alert,Medium
2026-04-02 15:01:22,eve,10.0.0.10,Bulk-Email-External,block,Low
2026-04-02 08:43:20,ivan,10.0.0.14,Large-Attachment,monitor,Medium
2026-04-02 15:52:05,henry,10.0.0.13,Mass-Download,alert,Medium
2026-04-02 12:11:31,ivan,10.0.0.14,Sensitive-File-Upload,block,Medium
2026-04-02 10:51:23,bob,10.0.0.6,Sensitive-File-Upload,monitor,Low
2026-04-02 13:33:56,grace,10.0.0.12,Large-Attachment,alert,Medium
2026-04-02 11:41:21,grace,10.0.0.12,Bulk-Email-External,alert,Medium
2026-04-02 15:40:18,carol,10.0.0.8,Mass-Download,alert,Low
2026-04-02 15:36:37,pat,10.0.0.31,Mass-Download,block,Medium
2026-04-02 15:47:24,eve,10.0.0.10,Mass-Download,monitor,Low
2026-04-02 10:23:44,henry,10.0.0.13,Bulk-Email-External,alert,Low
2026-04-02 15:29:51,eve,10.0.0.10,Mass-Download,monitor,High
2026-04-02 12:23:13,dave,10.0.0.9,Sensitive-File-Upload,block,Medium
2026-04-02 14:05:08,bob,10.0.0.6,Sensitive-File-Upload,monitor,Medium
